id,start,end,word
7JsX8y1ysxY,9.650,10.090,"Alright,"
7JsX8y1ysxY,10.210,10.230,I
7JsX8y1ysxY,10.230,10.370,just
7JsX8y1ysxY,10.370,10.630,watched
7JsX8y1ysxY,10.630,10.830,The
7JsX8y1ysxY,10.830,11.310,Watchman.
7JsX8y1ysxY,11.670,12.010,"Yes,"
7JsX8y1ysxY,12.390,13.130,I
7JsX8y1ysxY,13.130,13.290,was
7JsX8y1ysxY,13.290,13.770,watching
7JsX8y1ysxY,13.770,14.430,The
7JsX8y1ysxY,14.430,15.270,Watchman.
7JsX8y1ysxY,16.950,17.110,Let's
7JsX8y1ysxY,17.110,17.310,"see,"
7JsX8y1ysxY,17.590,17.590,it
7JsX8y1ysxY,17.590,18.830,was...
7JsX8y1ysxY,18.830,18.850,few
7JsX8y1ysxY,18.850,19.230,"words,"
7JsX8y1ysxY,19.310,19.710,describe
7JsX8y1ysxY,19.710,20.050,it.
7JsX8y1ysxY,20.830,21.210,Graphics
7JsX8y1ysxY,21.210,21.630,were
7JsX8y1ysxY,21.630,22.010,incredible.
7JsX8y1ysxY,23.070,23.590,Some
7JsX8y1ysxY,23.590,23.890,really
7JsX8y1ysxY,23.890,24.170,good
7JsX8y1ysxY,24.170,24.650,"acting,"
7JsX8y1ysxY,24.950,25.170,some
7JsX8y1ysxY,25.170,25.450,really
7JsX8y1ysxY,25.450,26.050,sucky
7JsX8y1ysxY,26.050,26.530,acting.
7JsX8y1ysxY,27.630,27.970,Blue
7JsX8y1ysxY,27.970,28.310,penis.
7JsX8y1ysxY,28.910,29.110,You're
7JsX8y1ysxY,29.110,29.270,"like,"
7JsX8y1ysxY,29.290,29.490,what?
7JsX8y1ysxY,29.670,29.750,What
7JsX8y1ysxY,29.750,29.850,did
7JsX8y1ysxY,29.850,29.990,you
7JsX8y1ysxY,29.990,30.170,just
7JsX8y1ysxY,30.170,30.410,say?
7JsX8y1ysxY,30.850,31.050,"Uh,"
7JsX8y1ysxY,31.230,31.450,"yeah,"
7JsX8y1ysxY,31.690,31.770,blue
7JsX8y1ysxY,31.770,32.070,penis.
7JsX8y1ysxY,32.850,33.170,"Alright,"
7JsX8y1ysxY,33.470,33.630,let
7JsX8y1ysxY,33.630,33.750,me
7JsX8y1ysxY,33.750,34.210,explain.
7JsX8y1ysxY,34.610,34.830,Okay.
7JsX8y1ysxY,36.060,36.280,The
7JsX8y1ysxY,36.280,36.580,guy
7JsX8y1ysxY,36.580,37.020,that's
7JsX8y1ysxY,37.020,37.260,blue
7JsX8y1ysxY,37.260,37.500,in
7JsX8y1ysxY,37.500,37.600,the
7JsX8y1ysxY,37.600,37.840,"movie,"
7JsX8y1ysxY,38.020,38.200,Dr.
7JsX8y1ysxY,38.400,38.600,Manhattan.
7JsX8y1ysxY,40.550,41.030,He's
7JsX8y1ysxY,41.030,41.330,naked.
7JsX8y1ysxY,41.690,41.850,So
7JsX8y1ysxY,41.850,41.990,it
7JsX8y1ysxY,41.990,41.990,was
7JsX8y1ysxY,41.990,42.150,pretty
7JsX8y1ysxY,42.150,42.410,funny
7JsX8y1ysxY,42.410,42.650,because
7JsX8y1ysxY,42.650,42.870,people
7JsX8y1ysxY,42.870,43.110,were
7JsX8y1ysxY,43.110,43.690,like
7JsX8y1ysxY,43.690,44.150,eating
7JsX8y1ysxY,44.150,44.630,popcorn
7JsX8y1ysxY,44.630,45.410,and
7JsX8y1ysxY,45.410,45.770,you
7JsX8y1ysxY,45.770,45.950,see
7JsX8y1ysxY,45.950,46.090,the
7JsX8y1ysxY,46.090,46.330,first
7JsX8y1ysxY,46.330,46.590,shot
7JsX8y1ysxY,46.590,46.730,of
7JsX8y1ysxY,46.730,46.910,them
7JsX8y1ysxY,46.910,47.070,and
7JsX8y1ysxY,47.070,47.350,"people,"
7JsX8y1ysxY,47.490,47.570,you
7JsX8y1ysxY,47.570,47.850,hear
7JsX8y1ysxY,47.850,48.090,like
7JsX8y1ysxY,48.090,48.610,this
7JsX8y1ysxY,48.610,49.230,ripple
7JsX8y1ysxY,49.230,49.590,effect
7JsX8y1ysxY,49.590,49.790,of
7JsX8y1ysxY,49.790,50.430,whisperings.
7JsX8y1ysxY,50.770,51.010,Oh
7JsX8y1ysxY,51.010,51.210,my
7JsX8y1ysxY,51.210,51.510,god.
7JsX8y1ysxY,52.270,52.350,Is
7JsX8y1ysxY,52.350,52.550,that
7JsX8y1ysxY,52.550,52.870,"uh,"
7JsX8y1ysxY,53.250,53.730,is
7JsX8y1ysxY,53.730,54.770,that...
7JsX8y1ysxY,54.770,54.830,am
7JsX8y1ysxY,54.830,54.970,I
7JsX8y1ysxY,54.970,55.190,looking
7JsX8y1ysxY,55.190,55.390,at
7JsX8y1ysxY,55.390,55.510,this
7JsX8y1ysxY,55.510,55.750,right?
7JsX8y1ysxY,57.770,58.050,I
7JsX8y1ysxY,58.050,58.150,thought
7JsX8y1ysxY,58.150,58.210,it
7JsX8y1ysxY,58.210,58.290,was
7JsX8y1ysxY,58.290,58.450,really
7JsX8y1ysxY,58.450,58.750,funny.
7JsX8y1ysxY,59.130,59.270,"Um,"
7JsX8y1ysxY,59.470,59.590,there
7JsX8y1ysxY,59.590,59.750,could
7JsX8y1ysxY,59.750,59.830,have
7JsX8y1ysxY,59.830,59.930,been
7JsX8y1ysxY,59.930,60.290,less
7JsX8y1ysxY,60.290,60.970,blue
7JsX8y1ysxY,60.970,61.270,nudity
7JsX8y1ysxY,61.270,61.750,because
7JsX8y1ysxY,61.750,61.950,what
7JsX8y1ysxY,61.950,62.090,was
7JsX8y1ysxY,62.090,62.290,weird
7JsX8y1ysxY,62.290,62.470,was
7JsX8y1ysxY,62.470,62.610,the
7JsX8y1ysxY,62.610,62.830,fact
7JsX8y1ysxY,62.830,63.190,that
7JsX8y1ysxY,63.190,63.930,in
7JsX8y1ysxY,63.930,64.570,part
7JsX8y1ysxY,64.570,64.710,of
7JsX8y1ysxY,64.710,64.810,the
7JsX8y1ysxY,64.810,65.030,"movie,"
7JsX8y1ysxY,65.050,65.310,he's
7JsX8y1ysxY,65.310,65.510,wearing
7JsX8y1ysxY,65.510,65.730,like
7JsX8y1ysxY,65.730,65.930,a
7JsX8y1ysxY,65.930,66.210,blue
7JsX8y1ysxY,67.390,67.870,overall
7JsX8y1ysxY,67.870,68.350,thong
7JsX8y1ysxY,68.350,68.730,"thing,"
7JsX8y1ysxY,68.990,69.250,metal
7JsX8y1ysxY,69.250,69.610,thong
7JsX8y1ysxY,69.610,69.950,thing.
7JsX8y1ysxY,69.950,70.530,So
7JsX8y1ysxY,70.530,70.650,I
7JsX8y1ysxY,70.650,70.670,was
7JsX8y1ysxY,70.670,70.830,"like,"
7JsX8y1ysxY,70.990,71.030,why
7JsX8y1ysxY,71.030,71.190,not
7JsX8y1ysxY,71.190,71.370,wear
7JsX8y1ysxY,71.370,71.450,it
7JsX8y1ysxY,71.450,71.570,the
7JsX8y1ysxY,71.570,71.670,whole
7JsX8y1ysxY,71.670,72.170,time?
7JsX8y1ysxY,72.450,72.510,You
7JsX8y1ysxY,72.510,72.670,"know,"
7JsX8y1ysxY,72.870,72.890,why
7JsX8y1ysxY,72.890,73.290,you
7JsX8y1ysxY,73.290,73.430,got
7JsX8y1ysxY,73.430,73.530,to
7JsX8y1ysxY,73.530,73.690,go
7JsX8y1ysxY,73.690,74.150,commando
7JsX8y1ysxY,74.150,74.310,on
7JsX8y1ysxY,74.310,74.650,us?
7JsX8y1ysxY,75.310,75.430,It
7JsX8y1ysxY,75.430,75.590,was
7JsX8y1ysxY,75.590,75.790,funny
7JsX8y1ysxY,75.790,76.010,though.
7JsX8y1ysxY,76.130,76.170,It
7JsX8y1ysxY,76.170,76.290,was
7JsX8y1ysxY,76.290,76.470,funny.
7JsX8y1ysxY,76.890,76.970,"Um,"
7JsX8y1ysxY,77.090,77.210,there
7JsX8y1ysxY,77.210,77.330,is
7JsX8y1ysxY,77.330,77.530,other
7JsX8y1ysxY,77.530,77.790,nudity
7JsX8y1ysxY,77.790,78.030,in
7JsX8y1ysxY,78.030,78.210,it
7JsX8y1ysxY,78.210,78.470,with
7JsX8y1ysxY,78.470,78.750,like
7JsX8y1ysxY,78.750,79.010,people
7JsX8y1ysxY,79.010,79.190,that
7JsX8y1ysxY,79.190,79.350,aren't
7JsX8y1ysxY,79.350,79.630,blue.
7JsX8y1ysxY,80.790,81.150,That's
7JsX8y1ysxY,81.150,81.370,alright.
7JsX8y1ysxY,81.570,81.650,I
7JsX8y1ysxY,81.650,81.750,don't
7JsX8y1ysxY,81.750,81.990,know.
7JsX8y1ysxY,82.370,82.490,It's
7JsX8y1ysxY,82.490,82.610,kind
7JsX8y1ysxY,82.610,82.710,of
7JsX8y1ysxY,82.710,82.870,weird.
7JsX8y1ysxY,83.430,83.530,They
7JsX8y1ysxY,83.530,83.610,get
7JsX8y1ysxY,83.610,83.730,out
7JsX8y1ysxY,83.730,83.810,in
7JsX8y1ysxY,83.810,83.890,a
7JsX8y1ysxY,83.890,84.270,spaceship.
7JsX8y1ysxY,85.330,85.330,I
7JsX8y1ysxY,85.330,85.430,don't
7JsX8y1ysxY,85.430,85.730,know.
7JsX8y1ysxY,86.110,86.290,Classic
7JsX8y1ysxY,86.290,86.950,"superhero,"
7JsX8y1ysxY,87.270,87.370,kind
7JsX8y1ysxY,87.370,87.570,of
7JsX8y1ysxY,87.570,88.210,getting
7JsX8y1ysxY,88.210,88.470,an
7JsX8y1ysxY,88.470,88.570,on
7JsX8y1ysxY,88.570,88.830,kind
7JsX8y1ysxY,88.830,88.990,of
7JsX8y1ysxY,88.990,89.310,thing.
7JsX8y1ysxY,90.300,90.660,"Alright,"
7JsX8y1ysxY,90.860,90.920,so
7JsX8y1ysxY,90.920,91.120,enough
7JsX8y1ysxY,91.120,91.260,of
7JsX8y1ysxY,91.260,91.380,the
7JsX8y1ysxY,91.380,91.700,nudity.
7JsX8y1ysxY,92.360,92.360,Let's
7JsX8y1ysxY,92.360,92.480,talk
7JsX8y1ysxY,92.480,92.640,about
7JsX8y1ysxY,92.640,92.780,the
7JsX8y1ysxY,92.780,93.040,story.
7JsX8y1ysxY,93.260,93.260,Let's
7JsX8y1ysxY,93.260,93.380,talk
7JsX8y1ysxY,93.380,93.520,about
7JsX8y1ysxY,93.520,93.660,the
7JsX8y1ysxY,93.660,94.000,acting.
7JsX8y1ysxY,96.100,96.580,"Um,"
7JsX8y1ysxY,96.580,97.060,what
7JsX8y1ysxY,97.060,97.580,"sucked,"
7JsX8y1ysxY,98.080,98.120,what
7JsX8y1ysxY,98.120,98.300,was
7JsX8y1ysxY,98.300,98.720,bad
7JsX8y1ysxY,98.720,99.740,was
7JsX8y1ysxY,99.740,100.080,Meline
7JsX8y1ysxY,100.080,100.480,"Ackerman,"
7JsX8y1ysxY,100.660,100.680,the
7JsX8y1ysxY,100.680,100.820,girl
7JsX8y1ysxY,100.820,100.940,who
7JsX8y1ysxY,100.940,101.140,plays
7JsX8y1ysxY,101.140,101.420,the
7JsX8y1ysxY,101.420,101.600,Silk
7JsX8y1ysxY,101.600,101.880,Spectre
7JsX8y1ysxY,101.880,102.340,2
7JsX8y1ysxY,102.960,103.440,junior
7JsX8y1ysxY,103.440,103.840,lady
7JsX8y1ysxY,103.840,104.240,girl.
7JsX8y1ysxY,105.000,105.080,I
7JsX8y1ysxY,105.640,106.120,"mean,"
7JsX8y1ysxY,106.200,106.300,she
7JsX8y1ysxY,106.300,106.500,looked
7JsX8y1ysxY,106.500,107.360,fantastic.
7JsX8y1ysxY,107.720,107.760,She
7JsX8y1ysxY,107.760,107.980,looked
7JsX8y1ysxY,107.980,108.680,phenomenal.
7JsX8y1ysxY,108.980,109.180,She
7JsX8y1ysxY,109.180,109.340,looked
7JsX8y1ysxY,109.340,109.500,like
7JsX8y1ysxY,109.500,109.640,a
7JsX8y1ysxY,109.640,110.020,"superhero,"
7JsX8y1ysxY,110.280,110.540,but
7JsX8y1ysxY,110.540,110.680,she
7JsX8y1ysxY,110.680,110.840,acted
7JsX8y1ysxY,110.840,111.040,like
7JsX8y1ysxY,111.040,111.200,a
7JsX8y1ysxY,111.200,111.380,Power
7JsX8y1ysxY,111.380,111.700,Ranger.
7JsX8y1ysxY,112.100,112.220,And
7JsX8y1ysxY,112.220,112.420,there's
7JsX8y1ysxY,112.420,112.540,a
7JsX8y1ysxY,112.540,112.820,vast
7JsX8y1ysxY,112.820,113.300,difference
7JsX8y1ysxY,113.300,113.940,between
7JsX8y1ysxY,113.940,114.180,those
7JsX8y1ysxY,114.180,114.320,two
7JsX8y1ysxY,114.320,114.620,"things,"
7JsX8y1ysxY,114.780,115.340,but
7JsX8y1ysxY,115.340,115.480,I'll
7JsX8y1ysxY,115.480,115.620,tell
7JsX8y1ysxY,115.620,115.760,you
7JsX8y1ysxY,115.760,115.980,what.
7JsX8y1ysxY,116.160,116.240,I
7JsX8y1ysxY,116.240,116.420,tell
7JsX8y1ysxY,116.420,116.560,you
7JsX8y1ysxY,116.560,116.780,who
7JsX8y1ysxY,116.780,117.040,made
7JsX8y1ysxY,117.040,117.220,the
7JsX8y1ysxY,117.220,117.580,"movie,"
7JsX8y1ysxY,117.960,118.380,who
7JsX8y1ysxY,118.380,118.900,was
7JsX8y1ysxY,118.900,119.200,just
7JsX8y1ysxY,119.200,119.540,kick
7JsX8y1ysxY,119.540,119.960,-ass
7JsX8y1ysxY,119.960,120.460,100
7JsX8y1ysxY,120.460,120.700,%
7JsX8y1ysxY,120.700,120.860,of
7JsX8y1ysxY,120.860,120.980,the
7JsX8y1ysxY,120.980,121.460,time
7JsX8y1ysxY,121.460,122.120,was
7JsX8y1ysxY,122.120,122.360,the
7JsX8y1ysxY,122.360,122.540,guy
7JsX8y1ysxY,122.540,122.740,that
7JsX8y1ysxY,122.740,123.060,played
7JsX8y1ysxY,123.620,124.020,Rorschach.
7JsX8y1ysxY,124.300,124.560,I
7JsX8y1ysxY,124.560,124.660,don't
7JsX8y1ysxY,124.660,124.740,think
7JsX8y1ysxY,124.740,124.840,I'm
7JsX8y1ysxY,124.840,124.960,saying
7JsX8y1ysxY,124.960,125.140,that
7JsX8y1ysxY,125.140,125.320,right.
7JsX8y1ysxY,125.780,126.180,"Rorschach,"
7JsX8y1ysxY,126.920,127.160,"Roar,"
7JsX8y1ysxY,127.400,127.880,Rorschach.
7JsX8y1ysxY,128.480,128.640,I
7JsX8y1ysxY,128.640,128.700,think
7JsX8y1ysxY,128.700,128.860,it's
7JsX8y1ysxY,128.860,129.680,Rorschach.
7JsX8y1ysxY,130.260,130.320,But
7JsX8y1ysxY,130.320,130.500,"anyways,"
7JsX8y1ysxY,130.600,130.800,he
7JsX8y1ysxY,130.800,130.940,was
7JsX8y1ysxY,130.940,131.300,awesome.
7JsX8y1ysxY,131.400,131.560,He's
7JsX8y1ysxY,131.560,131.740,the
7JsX8y1ysxY,131.740,131.920,little
7JsX8y1ysxY,131.920,132.140,guy
7JsX8y1ysxY,132.140,132.380,with
7JsX8y1ysxY,132.380,132.520,the
